0,2,8.77,3.14,1,French,Math
0,2,7.73,3.7,1,Astronomy,Chemistry
1,3,5.57,1.86,1,Electrical Engineering,German
1,4,7.16,1.95,0,Data Science,Sports Management
1,3,8.11,3.87,1,English,French
1,3,8.84,2.38,0,Chemistry,Computer Science
1,4,6.05,2.92,1,Statistics,Astronomy
0,3,9.36,1.69,0,Religious Studies,English
0,5,7.47,3.01,0,Electrical Engineering,Electrical Engineering
1,4,9.77,1.59,1,Computer Science,Fine Arts
1,3,8.18,2.55,0,Math,Journalism
0,5,7.9,2.61,1,Data Science,English
1,4,7.16,1.83,0,Chemistry,Computer Science
0,2,6.03,2.14,0,Astronomy,Spanish
0,3,9.15,3.26,0,Computer Science,Data Science
0,3,9.98,3.53,0,French,Fine Arts
1,5,8.81,2.74,1,Fine Arts,German
1,3,8.45,1.87,0,Computer Science,Biology
0,4,10,2.57,1,Data Science,Fine Arts
1,5,5.84,3.94,1,Math,Astronomy
1,3,7.87,2.27,1,German,French
0,4,5.58,3.03,1,Spanish,French
1,5,5.23,2.17,0,Religious Studies,English
1,4,6.19,2.33,0,Fine Arts,Electrical Engineering
1,2,5.34,3.04,1,Statistics,French
1,3,7.17,2.42,0,Astronomy,Data Science
1,3,6.7,3.13,1,German,Astrophysics
1,3,8.05,2.53,0,English,French
1,3,5.16,2.4,0,Spanish,Math
1,4,6.2,1.52,1,Statistics,Sports Management
0,3,5.49,3.64,0,French,Journalism
1,4,7.53,3.95,1,Chemistry,Biology
0,3,6.54,2.8,1,Electrical Engineering,Astrophysics
0,5,8.17,1.91,1,Spanish,Religious Studies
1,5,5.53,2.89,0,German,French
1,5,6.04,3.99,0,Sports Management,Chemistry
0,4,6.99,3.63,1,English,Data Science
1,4,5.94,3.66,0,German,French
1,3,9.59,2.28,0,French,Journalism
1,5,9.08,3.49,0,Astrophysics,Data Science
0,5,7.35,3.62,1,Sports Management,French
1,2,7.01,2.66,1,Fine Arts,Electrical Engineering
0,3,8,2.38,0,Religious Studies,Astrophysics
1,3,6.25,2.75,1,Astronomy,Religious Studies
1,2,6.67,3.93,1,Biology,Math
0,5,7.36,3.45,0,Data Science,Statistics
1,3,5.35,1.58,0,Astronomy,Spanish
1,2,9.32,2.77,1,Chemistry,Math
1,5,5.89,3.3,1,Astrophysics,Journalism
1,4,8.74,1.74,0,Religious Studies,Journalism
1,4,9.13,2.77,0,Data Science,Fine Arts
1,5,7.6,2.14,0,French,English
1,3,5.28,3.33,1,Sports Management,Spanish
0,3,9.13,1.62,0,Computer Science,Astrophysics
0,3,7.4,3.72,0,Math,Religious Studies
1,3,7.47,2.34,0,Astronomy,Religious Studies
0,4,6.69,3.14,1,Statistics,Sports Management
1,4,7.75,1.99,0,Electrical Engineering,Statistics
1,2,5.88,2.28,0,Computer Science,Biology
1,3,9.25,3.49,1,Data Science,Astrophysics
1,2,9.54,2.81,0,Math,Sports Management
1,4,6.02,2.71,1,Biology,Data Science
1,4,8.47,3.02,1,Data Science,Religious Studies
0,4,6.37,3.66,1,Statistics,English
0,4,9.74,3.1,0,Sports Management,Astronomy
1,3,9.65,1.59,1,Computer Science,Chemistry
0,4,8.63,2.68,1,Biology,Math
1,3,8.9,2.78,0,Math,French
1,4,8.08,3.32,0,English,French
0,5,9.01,2.25,0,Astrophysics,Astrophysics
0,3,5.48,1.85,0,Computer Science,Statistics
1,3,9.1,3.69,1,Religious Studies,Astronomy
0,4,9.21,3.49,1,German,Computer Science
1,3,7.37,1.94,1,Sports Management,Biology
0,4,9.92,2.25,1,Chemistry,English
1,4,8.54,2.45,0,Religious Studies,Chemistry
1,3,7.23,2.43,1,Electrical Engineering,English
1,4,5.73,3.64,1,Math,Chemistry
1,4,6.63,3.32,1,Computer Science,Biology
1,4,5.42,2.2,0,Religious Studies,Fine Arts
1,4,8.89,2.01,1,Electrical Engineering,Journalism
0,5,5.59,3.52,0,Computer Science,Journalism
0,4,6.92,1.88,1,Astronomy,English
0,3,5.07,2.63,0,English,German
1,4,6.09,3.42,0,German,Religious Studies
1,2,6.79,1.98,0,English,Journalism
1,4,6.52,2.45,0,Sports Management,Data Science
1,2,9.01,2.3,1,Sports Management,Fine Arts
1,4,9.8,1.68,1,Journalism,Electrical Engineering
1,4,9.91,3.26,0,Fine Arts,Electrical Engineering
1,3,6.3,3.1,1,Spanish,Electrical Engineering
1,5,9.04,2.06,1,Computer Science,Religious Studies
1,4,6.31,3.95,1,Biology,Electrical Engineering
0,3,7.91,2.95,1,Math,German
1,4,8.14,3.46,0,Statistics,Astronomy
1,3,9.18,2.41,1,Computer Science,Chemistry
1,2,8.82,3.6,0,Biology,Biology
1,2,9.34,2.5,1,Computer Science,Astrophysics
1,2,8.94,3.53,0,Chemistry,German
0,3,8.44,3.02,0,Electrical Engineering,Biology
0,2,6.26,1.78,0,Data Science,Chemistry
0,2,6.83,1.64,1,Statistics,Computer Science
0,3,9.2,3.01,0,French,Computer Science
0,2,5.67,3.29,0,Astronomy,Computer Science
0,4,9.1,3.83,0,Data Science,Chemistry
1,2,6.1,3.6,1,Computer Science,Fine Arts
1,5,5.09,1.72,1,Math,Computer Science
0,3,5.25,3.85,1,English,Fine Arts
1,4,7.35,3.22,0,Math,German
1,4,9.7,2.72,1,Fine Arts,Journalism
1,4,8.42,1.83,0,Math,Spanish
1,4,9.37,2.95,0,Biology,German
1,4,6.64,4,1,Fine Arts,Electrical Engineering
1,3,8.78,3.84,1,Data Science,Biology
1,4,8.35,3.07,0,Sports Management,French
1,3,9.7,3.33,0,Chemistry,Religious Studies
0,4,5.48,3.01,0,Journalism,Statistics
1,2,8,2.15,1,Chemistry,Computer Science
1,5,6.37,1.55,0,French,Computer Science
1,2,5.65,2.93,1,Astronomy,Statistics
1,4,9.82,3.25,1,Data Science,German
1,3,6.97,2.47,1,Chemistry,Fine Arts
1,5,5.33,3.06,1,Statistics,Astronomy
1,4,6.21,3.52,1,Electrical Engineering,Biology
1,4,6.07,3.51,1,Fine Arts,German
1,3,8.58,1.74,0,Computer Science,Biology
0,3,9.06,1.77,1,Astronomy,Electrical Engineering
1,4,6.6,3.38,0,Religious Studies,French
1,4,5.45,2.44,0,Statistics,Computer Science
0,5,6.46,3.64,0,Religious Studies,French
0,5,6.87,2.52,1,Data Science,Math
1,4,6.64,1.57,0,Electrical Engineering,Computer Science
0,3,6.9,3.73,1,Math,English
1,2,9.91,2.06,1,Astrophysics,Astronomy
1,2,8.85,2.24,1,Data Science,Chemistry
0,3,7.79,1.93,1,Astronomy,Fine Arts
0,4,9.45,2.5,1,Data Science,Statistics
1,3,5.99,3.79,1,Biology,Chemistry
1,3,9.32,2.32,0,Astronomy,Computer Science
1,4,5.23,1.81,1,Astrophysics,Astronomy
1,3,8.46,2.5,0,Statistics,Biology
1,2,7.94,2.35,1,Astronomy,French
1,3,6.06,2.29,0,Math,Astrophysics
1,2,9.7,4,1,Computer Science,Statistics
1,2,7.85,2.56,1,English,Fine Arts
0,5,5.87,3.29,1,Computer Science,Astrophysics
1,3,9.4,3.46,1,Statistics,Spanish
0,3,7.87,2.03,0,German,Astrophysics
1,4,9.73,3.67,1,Fine Arts,Math
1,5,6.29,3.08,1,French,Biology
0,4,6.99,3.64,0,Computer Science,Fine Arts
1,3,7.99,3.86,1,Math,Computer Science
1,3,5.05,2.1,1,Data Science,Data Science
1,3,8.25,3.35,1,Spanish,Statistics
0,4,8.24,3.83,1,Math,Astronomy
1,4,6.53,3.65,1,French,Astrophysics
1,4,5.42,2.54,1,Chemistry,Religious Studies
1,4,5.38,1.89,1,Sports Management,German
1,4,9.54,2.32,1,Astrophysics,Computer Science
1,2,6.1,3.79,1,Electrical Engineering,French
1,4,5.87,3.48,1,French,Math
0,3,6.91,1.63,0,Astronomy,Fine Arts
1,2,7.09,3.51,1,Computer Science,Fine Arts
1,3,8.96,3.91,1,Statistics,Math
0,2,6.49,3.82,1,Sports Management,Biology
1,3,7.92,2.89,1,Spanish,Math
0,4,7.81,2.73,1,Sports Management,French
1,3,8.03,3.87,1,Math,Data Science
1,2,7.1,1.64,0,Fine Arts,Astrophysics
1,3,7.61,1.74,0,Statistics,French
1,4,9.98,2.45,1,Statistics,Math
0,3,9.25,3.36,1,Data Science,Sports Management
0,2,8.75,1.84,1,Fine Arts,English
1,5,9.05,3.02,1,German,Data Science
1,5,9.78,2.66,0,Electrical Engineering,Fine Arts
0,4,9.87,3.31,0,French,Religious Studies
1,4,9.6,2.48,1,Electrical Engineering,Biology
1,3,8.41,2.51,1,Math,English
1,3,9.09,1.8,1,Data Science,Statistics
1,2,8.66,3.01,0,Chemistry,German
1,2,9.45,2.69,1,Sports Management,English
1,2,6.67,3.18,1,Spanish,Journalism
1,5,5.79,3.15,1,Biology,Math
1,3,7.12,1.71,0,Astronomy,English
1,3,9.3,3.67,0,Chemistry,Fine Arts
0,4,5.44,3,0,Computer Science,Astrophysics
0,2,8.77,3.17,0,Statistics,Journalism
1,3,8.52,3.58,0,Spanish,Computer Science
0,4,6.15,2.83,1,French,Fine Arts
1,3,5.5,2.62,1,Fine Arts,English
1,3,5.23,2.68,1,German,French
1,2,7.38,3.29,0,German,Religious Studies
0,4,8.09,3.08,0,Statistics,Data Science
1,5,9.28,2.34,0,Statistics,Electrical Engineering
1,4,5.11,2.59,1,Computer Science,Sports Management
1,4,8.4,2.17,0,Computer Science,Astrophysics
1,4,7.55,2.83,0,Astronomy,Astronomy
1,3,6.67,1.65,1,Statistics,German
0,2,5.25,3.26,1,Astronomy,Fine Arts
0,3,5.23,3.43,0,Astrophysics,Computer Science
1,4,5.56,3.8,0,Fine Arts,Astronomy
1,5,6.2,1.52,0,Astronomy,Fine Arts
1,2,5.34,3.02,0,Biology,Sports Management
0,2,9.16,2.66,1,Astronomy,Computer Science
1,4,5.56,1.91,1,Fine Arts,Chemistry
1,3,8.01,2.21,0,Math,Journalism
1,3,5.73,3.83,1,German,Astrophysics
1,2,8.88,3.62,0,Religious Studies,Chemistry
1,4,5.1,2.51,1,Journalism,Electrical Engineering
0,3,9.85,3.95,0,Statistics,Religious Studies
0,5,9.51,1.52,0,Journalism,Biology
0,4,5.33,1.61,0,Math,Math
1,2,8.71,2.15,0,Spanish,English
1,2,6.13,2.94,1,Math,Math
1,2,7.7,3.44,1,Fine Arts,Journalism
0,4,9.96,2.23,1,Data Science,Computer Science
1,4,5.27,1.62,0,Chemistry,Statistics
0,3,9.62,3.13,0,Chemistry,French
0,2,5.01,2.41,1,Math,German
0,4,9.1,1.99,0,Spanish,French
1,2,5.13,2.5,1,German,Astronomy
1,2,7.19,3.64,0,Computer Science,Biology
1,3,6.13,2.66,0,Biology,Spanish
1,4,7.63,3.52,0,English,Spanish
1,3,8.08,3.65,0,Electrical Engineering,Biology
1,3,9.72,2.23,1,French,Religious Studies
1,3,8.37,3.21,1,Fine Arts,Biology
1,2,6.76,3.46,1,Astrophysics,Math
1,4,9.44,1.53,1,Astronomy,Statistics
0,5,7.29,3.46,0,Chemistry,Math
1,4,6.38,2.07,1,English,Computer Science
0,2,9.59,2.35,1,English,Chemistry
1,3,6.72,2.32,1,Fine Arts,Chemistry
1,3,6.3,3.64,0,Statistics,Astronomy
1,3,8.79,1.56,0,Biology,Spanish
1,3,9.96,3.24,1,Chemistry,English
0,3,7.51,1.58,1,English,German
0,5,9.26,2.15,1,Data Science,Astronomy
1,5,7.74,2.16,0,Computer Science,Math
1,4,6.56,3.63,1,German,Computer Science
1,3,7.05,2.05,0,German,Math
1,4,5.66,3.69,1,Journalism,Statistics
1,5,9.36,3.72,0,French,Biology
1,4,7.25,3.35,0,Journalism,Statistics
1,4,6.77,3.85,0,Religious Studies,Chemistry
1,4,9.02,2.39,1,Math,Astronomy
0,4,9.89,3.24,0,Fine Arts,Data Science
1,3,5.86,3.82,1,German,Data Science
1,5,5.31,3.42,1,English,Math
0,2,8.33,3.55,1,Biology,Electrical Engineering
1,3,8.01,1.76,0,Math,Math
1,5,5.28,2.16,0,Electrical Engineering,Spanish
1,4,7.3,2.74,1,Astronomy,German
1,5,6.08,1.73,0,French,English
1,3,9.24,2.11,1,Computer Science,Chemistry
0,3,6.8,2.72,0,Electrical Engineering,Astrophysics
0,3,5.99,3.67,0,French,Religious Studies
1,3,6.4,2.75,0,German,Computer Science
1,2,5.64,3.95,1,Astronomy,Fine Arts
1,3,5.6,3.45,1,Math,Astrophysics
1,4,6.46,3.29,0,Electrical Engineering,Sports Management
1,3,5.65,2.39,0,Biology,Chemistry
1,3,6.18,3.45,1,Spanish,Sports Management
0,3,8.16,3.46,1,Astronomy,Data Science
1,4,9.61,2.46,0,Journalism,Astrophysics
1,2,7.12,3.23,1,Computer Science,Astrophysics
0,4,6.32,2.23,1,Data Science,Astronomy
0,5,6.95,1.97,0,Data Science,Biology
1,4,9.46,3.63,1,Biology,Spanish
1,3,5.89,3.6,1,Biology,Astronomy
1,5,5.09,1.65,1,Data Science,Religious Studies
0,5,6.16,3.26,1,Data Science,English
1,5,6.73,2,1,German,English
1,5,8.46,3.63,1,Astrophysics,English
1,3,8.86,2.86,1,Spanish,Fine Arts
1,3,6.41,3.79,1,Statistics,Religious Studies
1,2,9.63,2.66,0,Math,Biology
1,4,9.5,3.51,1,Spanish,Journalism
1,2,8.66,3.9,1,Computer Science,Statistics
1,3,9.08,3.7,0,Computer Science,Statistics
0,5,5.15,2.94,0,Computer Science,Journalism
0,4,8.15,3.21,1,Astronomy,Statistics
1,2,8.93,1.86,0,German,Astronomy
0,4,5.24,3.1,1,Spanish,Sports Management
0,5,7.25,2.51,0,Computer Science,Religious Studies
1,3,7.22,3.08,1,French,Electrical Engineering
0,2,7.8,3.46,0,Electrical Engineering,Biology
1,5,6.13,2.59,0,Fine Arts,Biology
1,4,9.82,2.61,0,Statistics,Math
0,3,7.24,1.65,1,Statistics,Spanish
1,2,7.63,1.6,1,Religious Studies,Statistics
1,4,5.27,3.29,0,Electrical Engineering,Fine Arts
1,4,5.34,3.3,1,Fine Arts,German
1,3,8.75,3.22,1,Sports Management,Computer Science
0,4,5.97,1.57,0,Biology,French
1,3,9.22,3.76,1,Chemistry,French
1,2,9.91,2.24,1,English,Astrophysics
1,3,5.28,3.3,1,French,Statistics
1,4,9.34,2.71,1,Statistics,Statistics
1,2,8.5,2.17,0,Astrophysics,Astrophysics
1,4,7.97,1.97,1,Computer Science,Biology
0,4,6.68,3.42,0,Statistics,Fine Arts
0,2,6.99,1.54,1,Journalism,Statistics
1,4,6.28,2.33,0,Journalism,Electrical Engineering
1,5,9.43,3.84,0,Astrophysics,Statistics
1,3,6.73,1.57,1,Spanish,Statistics
0,4,8.09,2.72,0,Chemistry,Electrical Engineering
1,3,8.04,1.66,0,Religious Studies,Data Science
1,2,9.56,1.97,1,Religious Studies,Journalism
1,5,6.99,3.52,1,French,Statistics
1,4,9.2,3.04,0,English,English
0,5,7.24,3.62,0,Data Science,Astronomy
1,3,7.1,1.85,1,Math,Data Science
0,3,9.46,2.77,0,Electrical Engineering,Electrical Engineering
1,3,6.84,3.54,0,Statistics,German
0,3,5.78,3.43,1,Statistics,Journalism
0,5,5.18,3.35,1,Statistics,Math
0,2,9.96,3.61,1,Journalism,Sports Management
1,5,7.28,2.73,0,Spanish,Statistics
1,2,9.17,2.1,0,Biology,German
1,4,6.21,3.96,0,Fine Arts,Fine Arts
1,5,6.46,3.87,1,Statistics,Data Science
1,3,8.24,3.21,0,English,Sports Management
1,4,5.39,3.04,1,Spanish,Data Science
1,2,9.69,3.39,0,Spanish,Data Science
1,4,8.5,3.3,1,English,Computer Science
0,3,9.56,2.75,1,Fine Arts,Electrical Engineering
1,3,5,2.3,0,French,German
0,3,6.51,2.56,1,Computer Science,Journalism
1,3,6.06,1.84,1,Fine Arts,Chemistry
1,3,8.48,2.61,1,Journalism,German
1,3,9.18,2.95,1,Astronomy,Fine Arts
1,5,5.69,3.76,0,Sports Management,Religious Studies
1,4,7.26,3.01,1,Spanish,Math
0,5,7.86,3.18,0,English,Biology
1,4,5.08,3.1,1,Statistics,Statistics
1,5,8.21,3.49,0,Computer Science,English
1,4,7.08,2.01,0,Sports Management,Spanish
1,4,6.74,3.5,1,Math,Math
1,3,9.68,2.39,1,Chemistry,Sports Management
0,3,9.8,2.43,1,Statistics,Fine Arts
1,4,9.83,1.71,1,Journalism,German
1,2,8.55,1.53,1,Astrophysics,Electrical Engineering
0,2,5.12,3.06,1,Electrical Engineering,Spanish
1,5,6.3,3.16,0,Astrophysics,Astronomy
1,4,8.52,3.38,1,Data Science,Astrophysics
1,4,9.52,1.67,1,Astrophysics,Chemistry
1,5,6.25,2.25,1,Computer Science,Sports Management
1,3,7.73,3.31,0,Astronomy,Math
0,2,5.79,2.64,1,Religious Studies,German
1,2,9.95,2.74,0,Electrical Engineering,Religious Studies
0,2,7.66,3.35,1,Statistics,Spanish
1,5,6.83,3.59,1,Statistics,Fine Arts
0,3,8.1,3.12,0,Religious Studies,German
1,4,9.57,1.55,0,Astronomy,Astronomy
1,2,7.09,3.17,0,Astronomy,Sports Management
1,3,6.69,3.95,0,Journalism,Statistics
1,4,5.04,1.96,1,Biology,Astrophysics
0,3,8.15,2.49,1,English,French
0,2,6.03,2.26,1,Fine Arts,Statistics
0,4,8.68,1.86,1,Astrophysics,Astronomy
0,4,8.43,3.44,1,Fine Arts,English
1,4,7.41,2.97,1,Chemistry,Sports Management
1,4,9.37,2.64,0,Astrophysics,Statistics
1,3,8.49,3.39,0,Data Science,Biology
0,4,6.16,2.93,1,Astrophysics,Chemistry
1,4,8.5,1.87,1,Sports Management,Religious Studies
1,2,9.71,1.59,0,Computer Science,Statistics
1,5,7.41,3.96,1,Data Science,Astronomy
1,3,6.45,1.64,0,Journalism,Astronomy
1,4,8.81,1.85,0,Astronomy,Religious Studies
1,4,8.73,2.04,0,Data Science,Fine Arts
1,4,7.71,3.15,0,Spanish,German
1,5,6.26,3.33,1,German,English
1,5,9.52,2.52,0,Biology,Sports Management
1,2,7.84,3.97,1,Chemistry,Data Science
1,4,7.1,2.32,1,Astronomy,Computer Science
0,4,9.89,1.87,1,Biology,Statistics
0,2,7.02,2.07,1,German,Fine Arts
1,4,5.6,2.62,0,Chemistry,Math
1,2,8.44,2.58,1,Fine Arts,Math
0,3,5.88,1.85,0,Biology,German
0,5,8.7,1.62,1,Computer Science,French
0,3,6.99,1.59,0,French,Astrophysics
0,3,7.45,1.5,1,Statistics,Electrical Engineering
1,4,8.56,3.57,0,Religious Studies,Fine Arts
1,5,6.04,3.86,0,Data Science,Electrical Engineering
1,2,6.39,1.64,0,Chemistry,Computer Science
1,4,5.38,3.54,1,Data Science,Math
0,2,5.8,2.61,1,Religious Studies,Journalism
1,4,5.07,1.75,0,French,Data Science
1,5,8.67,2.29,1,Computer Science,German
1,5,5.75,2.91,1,Astrophysics,Journalism
1,4,8.03,3.81,1,Astronomy,Journalism
1,4,8.47,4,0,Fine Arts,Spanish
1,2,7.01,3.14,0,Math,Biology
0,3,6.94,2.56,1,Statistics,German
1,3,5.62,2.68,0,Astronomy,French
1,3,9.41,1.53,0,Electrical Engineering,Chemistry
0,3,5.13,2.06,1,Statistics,German
0,2,5.38,2.76,1,Chemistry,Astrophysics
0,4,7.53,3.39,1,Statistics,Religious Studies
1,3,7.25,3.23,1,Spanish,Astronomy
0,2,8.95,3,0,Journalism,Electrical Engineering
1,2,8.83,2.83,0,Math,Sports Management
1,3,9.66,3.24,1,French,Spanish
1,5,5.14,3.35,1,Spanish,German
0,3,9.45,3.2,1,Journalism,Statistics
1,3,5.68,3.44,1,Chemistry,Journalism
1,3,5.97,1.89,1,Sports Management,Sports Management
0,3,9.31,3.91,0,Fine Arts,Data Science
1,4,7.71,1.64,1,Religious Studies,Statistics
1,4,8.92,1.59,1,Fine Arts,Math
1,2,5.83,2.86,1,Biology,Chemistry
1,3,6.26,3.89,1,Data Science,Journalism
1,2,6.73,4,0,English,Math
0,2,6.94,3.22,1,French,Chemistry
1,3,7.04,3.72,1,English,French
0,4,5.45,1.83,1,Sports Management,Statistics
1,4,6.26,3.94,1,Astrophysics,Astrophysics
1,3,7.71,2.27,1,Astronomy,Sports Management
1,5,6.06,3.27,1,Data Science,Journalism
0,3,5.28,3.56,0,Statistics,French
1,2,9.35,2.54,0,Biology,Data Science
1,3,7.3,1.72,1,Biology,Data Science
1,5,8.24,1.55,1,Electrical Engineering,English
0,4,7.02,3,0,Astronomy,German
0,2,9.21,3.1,1,Sports Management,French
0,4,9.55,3.53,0,Biology,Journalism
0,4,6.06,2.07,1,Statistics,Data Science
0,2,5.86,3.83,0,German,Astronomy
1,5,9.35,2.7,0,Astronomy,Computer Science
1,2,5.86,2.73,1,Data Science,Spanish
0,2,8.6,2.04,1,German,French
0,4,9.5,3.05,1,Data Science,Journalism
1,5,6.34,2.47,0,Data Science,Spanish
0,2,5.71,3.63,0,German,Astronomy
0,3,5.94,3.76,0,French,English
0,4,5.92,3.01,1,German,French
1,3,5.1,1.81,0,Math,Religious Studies
0,2,5.31,3.63,1,Chemistry,Spanish
1,5,9.73,2.57,1,German,Sports Management
1,4,9.41,3.6,1,Math,Statistics
1,3,5.28,2.76,1,Religious Studies,Religious Studies
1,5,9.93,3.43,1,Math,German
1,3,6.93,2.31,1,Fine Arts,Sports Management
1,4,8.86,2.75,1,Computer Science,Journalism
1,3,5.02,2.61,0,English,Math
0,4,8.21,2.5,1,Astronomy,Religious Studies
1,4,9.05,3.13,0,Journalism,Astrophysics
1,4,8.59,2.6,0,Fine Arts,Sports Management
1,3,9.87,2.59,1,English,Statistics
0,4,8.7,3.59,1,Astronomy,Math
1,3,8.26,2.95,1,French,Computer Science
1,4,7.59,2.46,0,Astrophysics,Spanish
1,4,6.76,3.86,1,Spanish,Biology
1,5,7.83,3.44,0,German,Data Science
1,4,5,3.9,1,French,Astronomy
0,2,9.03,2.62,1,German,Religious Studies
1,3,9.81,2.76,1,Astronomy,French
1,4,8.74,2.08,1,German,Statistics
1,3,6.84,3.27,1,German,French
0,4,7.03,2.72,1,Biology,Biology
0,3,6.23,2.41,1,German,Math
0,3,6.75,1.93,1,English,Data Science
1,2,7.3,3.73,1,Statistics,Statistics
0,4,6.62,3.24,1,Fine Arts,Religious Studies
0,4,8.07,2.25,0,Fine Arts,Data Science
1,4,7.08,3.21,0,Electrical Engineering,English
1,2,5.04,1.75,1,Astronomy,Electrical Engineering
